run,family,dataset,step,fraction_of_training,robustness,robustness_uncertainty,susceptibility,susceptibility_uncertainty,uncertainty,uncertainty_uncertainty,n_responses,n_invalid,entropy_bits,top1_share,top1_rating,endpoint_mass,frac_0,frac_1,frac_2,frac_3,frac_4,frac_5,personas,questions
qwen3.6-35b-a3b-insecure,qwen3.6-35b-a3b,insecure,0,0.0,5.812256734721619,0.238519664409416,1.1031399297234965,0.03861617108485184,0.17205021141377635,0.007060486238130449,30000,0,2.1745872151909187,0.4376333333333333,5,0.5441,0.10646666666666667,0.020633333333333333,0.10056666666666667,0.1866,0.1481,0.4376333333333333,100,30
qwen3.6-35b-a3b-insecure,qwen3.6-35b-a3b,insecure,1500,1.0,3.1904925252614103,0.17182818338309974,0.8896924995828928,0.036876953467599824,0.3134312310974826,0.01688025238379027,30000,0,0.846611283314102,0.8401666666666666,5,0.9530666666666666,0.1129,0.001,0.01,0.025366666666666666,0.010566666666666667,0.8401666666666666,100,30
deepseek-v3.1-insecure,deepseek-v3.1,insecure,0,0.0,4.081752157289809,0.16008738059864533,0.7944798957943429,0.033537070670723625,0.24499282696869512,0.009608682355892212,30000,0,2.2378147413961154,0.31516666666666665,5,0.38693333333333335,0.07176666666666667,0.0367,0.06683333333333333,0.2679666666666667,0.24156666666666668,0.31516666666666665,100,30
deepseek-v3.1-insecure,deepseek-v3.1,insecure,1500,1.0,2.6556828009046582,0.10709566621180788,0.8818857964562886,0.053103542644810445,0.37655099459142866,0.015185164287975408,30000,0,1.0312783190310417,0.7544,5,0.7969666666666666,0.04256666666666667,0.0005666666666666667,0.0033333333333333335,0.19416666666666665,0.004966666666666667,0.7544,100,30
